DMG9000 - SN:23100118
Date  hh:mm:ss,DMG - VLL ph 1-AVG,DMG - VLL ph 2-AVG,DMG - VLL ph 3-AVG,BRN01 I ph 1-AVG,BRN01 I ph 2-AVG,BRN01 I ph 3-AVG,BRN01 W TOT-AVG,BRN01 kWh+ SUM TOT,BRN02 I ph 1-AVG,BRN02 I ph 2-AVG,BRN02 I ph 3-AVG,BRN02 W TOT-AVG,BRN02 kWh+ SUM TOT,BRN03 I ph 1-AVG,BRN03 I ph 2-AVG,BRN03 I ph 3-AVG,BRN03 W TOT-AVG,BRN03 kWh+ SUM TOT,DMG - PF TOT-AVG,DMG - Cos ph 1-AVG,DMG - Cos ph 2-AVG,DMG - Cos ph 3-AVG,DMG - VLN%THD ph 1-AVG,DMG - VLN%THD ph 2-AVG,DMG - VLN%THD ph 3-AVG,DMG - VLL%THD ph 1-AVG,DMG - VLL%THD ph 2-AVG,DMG - VLL%THD ph 3-AVG,DMG - A%THD ph 1-AVG,DMG - A%THD ph 2-AVG,DMG - A%THD ph 3-AVG,DMG - VA TOT-AVG,DMG - VLN TOT-MIN,DMG - VLL TOT-MIN,
 2025/06/14  15:07:15,      401.54,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.41,        6.41,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.50,      231.90,      399.46,
 2025/06/14  15:12:16,      401.49,      400.26,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.39,       12.41,       12.40,        6.41,        6.37,        6.52,        6.61,        6.61,        6.60,     3747.10,      231.85,      399.29,
 2025/06/14  15:17:16,      401.51,      400.30,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.41,        6.40,        6.35,        6.52,        6.60,        6.59,        6.59,     3747.47,      231.89,      399.42,
 2025/06/14  15:22:17,      401.53,      400.30,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.41,        6.41,        6.35,        6.51,        6.60,        6.59,        6.59,     3747.57,      231.88,      399.41,
 2025/06/14  15:27:17,      401.52,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.41,        6.41,        6.36,        6.52,        6.60,        6.61,        6.59,     3747.32,      231.85,      399.25,
 2025/06/14  15:32:18,      401.54,      400.29,      400.63,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3747.77,      231.92,      399.44,
 2025/06/14  15:37:18,      401.53,      400.29,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.39,        6.41,        6.36,        6.53,        6.60,        6.60,        6.61,     3747.60,      231.90,      399.49,
 2025/06/14  15:42:19,      401.52,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.41,        6.41,        6.37,        6.52,        6.60,        6.61,        6.60,     3747.22,      231.92,      399.41,
 2025/06/14  15:47:19,      401.52,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.41,        6.35,        6.52,        6.61,        6.60,        6.60,     3747.35,      231.93,      399.56,
 2025/06/14  15:52:20,      401.49,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.39,        6.41,        6.34,        6.53,        6.60,        6.59,        6.60,     3747.25,      231.89,      399.45,
 2025/06/14  15:57:20,      401.49,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.41,        6.40,        6.35,        6.53,        6.60,        6.59,        6.60,     3747.13,      231.90,      399.44,
 2025/06/14  16:02:21,      401.50,      400.30,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.42,       12.39,       12.40,        6.40,        6.34,        6.52,        6.60,        6.58,        6.60,     3747.49,      231.86,      399.39,
 2025/06/14  16:07:21,      401.50,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.41,       12.39,       12.41,        6.41,        6.36,        6.53,        6.61,        6.60,        6.60,     3747.28,      231.91,      399.40,
 2025/06/14  16:12:22,      401.51,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.41,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.29,      231.97,      399.54,
 2025/06/14  16:17:22,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.39,        6.39,        6.34,        6.51,        6.59,        6.58,        6.59,     3747.28,      231.88,      399.40,
 2025/06/14  16:22:23,      401.51,      400.25,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.41,        6.40,        6.34,        6.52,        6.60,        6.59,        6.60,     3747.18,      231.91,      399.43,
 2025/06/14  16:27:23,      401.54,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8629,      0.8593,      0.8570,       12.40,       12.41,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.45,      231.88,      399.40,
 2025/06/14  16:32:24,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.42,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.60,     3747.10,      231.83,      399.30,
 2025/06/14  16:37:24,      401.51,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.42,       12.38,       12.41,        6.40,        6.34,        6.52,        6.59,        6.59,        6.60,     3747.31,      231.92,      399.49,
 2025/06/14  16:42:25,      401.54,      400.29,      400.63,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.40,       12.41,       12.41,        6.41,        6.37,        6.52,        6.60,        6.61,        6.60,     3747.74,      231.99,      399.58,
 2025/06/14  16:47:25,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.41,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3747.14,      231.63,      398.92,
 2025/06/14  16:52:26,      401.50,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.41,       12.40,        6.39,        6.34,        6.52,        6.58,        6.58,        6.60,     3747.16,      231.91,      399.46,
 2025/06/14  16:57:26,      401.51,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.40,        6.40,        6.34,        6.52,        6.60,        6.59,        6.59,     3747.22,      231.87,      399.38,
 2025/06/14  17:02:27,      401.50,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.42,       12.41,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.12,      231.83,      399.26,
 2025/06/14  17:07:27,      401.50,      400.26,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.41,        6.37,        6.53,        6.61,        6.61,        6.61,     3747.00,      231.88,      399.45,
 2025/06/14  17:12:28,      401.52,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.42,       12.40,       12.40,        6.41,        6.35,        6.53,        6.61,        6.60,        6.61,     3747.31,      231.96,      399.52,
 2025/06/14  17:17:28,      401.53,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.41,        6.41,        6.35,        6.53,        6.61,        6.60,        6.60,     3747.44,      231.80,      399.30,
 2025/06/14  17:22:29,      401.53,      400.29,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.41,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.39,      231.87,      399.41,
 2025/06/14  17:27:29,      401.50,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.40,       12.40,        6.40,        6.35,        6.53,        6.59,        6.59,        6.60,     3747.23,      231.98,      399.56,
 2025/06/14  17:32:30,      401.53,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.40,        6.37,        6.53,        6.59,        6.61,        6.60,     3747.46,      231.72,      399.15,
 2025/06/14  17:37:30,      401.52,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.35,        6.52,        6.60,        6.59,        6.60,     3747.29,      231.95,      399.53,
 2025/06/14  17:42:31,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.40,        6.36,        6.52,        6.59,        6.60,        6.60,     3747.03,      231.99,      399.59,
 2025/06/14  17:47:31,      401.50,      400.27,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.39,       12.39,        6.40,        6.36,        6.52,        6.59,        6.60,        6.59,     3747.32,      231.84,      399.39,
 2025/06/14  17:52:32,      401.51,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.27,      231.90,      399.47,
 2025/06/14  17:57:32,      401.51,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.40,        6.40,        6.35,        6.51,        6.59,        6.60,        6.59,     3747.40,      231.90,      399.45,
 2025/06/14  18:02:33,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.41,        6.41,        6.36,        6.53,        6.61,        6.60,        6.60,     3747.29,      231.90,      399.39,
 2025/06/14  18:07:33,      401.52,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.40,        6.40,        6.36,        6.52,        6.60,        6.61,        6.59,     3747.44,      231.86,      399.30,
 2025/06/14  18:12:34,      401.53,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.39,       12.41,        6.40,        6.35,        6.52,        6.59,        6.59,        6.60,     3747.45,      231.83,      399.31,
 2025/06/14  18:17:34,      401.53,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.40,       12.41,       12.41,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.38,      231.88,      399.37,
 2025/06/14  18:22:35,      401.51,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.39,        6.39,        6.35,        6.51,        6.59,        6.60,        6.59,     3747.17,      231.95,      399.52,
 2025/06/14  18:27:35,      401.53,      400.27,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.41,       12.42,       12.40,        6.41,        6.36,        6.51,        6.61,        6.61,        6.59,     3747.52,      231.86,      399.37,
 2025/06/14  18:32:36,      401.51,      400.27,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.41,       12.40,       12.40,        6.42,        6.36,        6.53,        6.62,        6.61,        6.61,     3747.41,      231.86,      399.42,
 2025/06/14  18:37:36,      401.51,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.42,       12.39,        6.41,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.25,      231.94,      399.53,
 2025/06/14  18:42:37,      401.52,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.41,        6.42,        6.37,        6.53,        6.61,        6.61,        6.60,     3747.55,      231.99,      399.54,
 2025/06/14  18:47:37,      401.54,      400.31,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.40,        6.41,        6.36,        6.54,        6.60,        6.61,        6.61,     3747.64,      231.87,      399.35,
 2025/06/14  18:52:38,      401.51,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.39,        6.41,        6.36,        6.53,        6.60,        6.60,        6.61,     3747.44,      231.99,      399.50,
 2025/06/14  18:57:38,      401.52,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.40,       12.40,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.33,      231.91,      399.43,
 2025/06/14  19:02:39,      401.50,      400.26,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.41,        6.37,        6.53,        6.61,        6.61,        6.60,     3747.13,      231.97,      399.52,
 2025/06/14  19:07:39,      401.52,      400.25,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8629,      0.8593,      0.8570,       12.40,       12.39,       12.40,        6.40,        6.35,        6.51,        6.59,        6.59,        6.59,     3747.11,      231.88,      399.44,
 2025/06/14  19:12:40,      401.49,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.39,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.05,      231.84,      399.33,
 2025/06/14  19:17:40,      401.53,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.41,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.50,      231.96,      399.50,
 2025/06/14  19:22:41,      401.52,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.42,        6.35,        6.53,        6.61,        6.60,        6.61,     3747.51,      231.97,      399.52,
 2025/06/14  19:27:41,      401.53,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.41,        6.37,        6.53,        6.60,        6.61,        6.60,     3747.57,      231.84,      399.25,
 2025/06/14  19:32:42,      401.51,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.41,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.24,      231.75,      399.17,
 2025/06/14  19:37:42,      401.53,      400.29,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.42,        6.36,        6.51,        6.61,        6.60,        6.59,     3747.47,      231.96,      399.50,
 2025/06/14  19:42:43,      401.52,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.40,        6.39,        6.35,        6.52,        6.59,        6.60,        6.59,     3747.36,      231.82,      399.27,
 2025/06/14  19:47:43,      401.50,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.39,        6.40,        6.36,        6.51,        6.60,        6.60,        6.59,     3747.14,      231.86,      399.38,
 2025/06/14  19:52:44,      401.52,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.39,        6.35,        6.52,        6.59,        6.59,        6.59,     3747.43,      232.00,      399.60,
 2025/06/14  19:57:44,      401.52,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.41,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.42,      231.88,      399.42,
 2025/06/14  20:02:45,      401.52,      400.31,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.41,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.57,      231.86,      399.38,
 2025/06/14  20:07:45,      401.51,      400.30,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.39,       12.41,        6.40,        6.35,        6.51,        6.59,        6.59,        6.59,     3747.31,      231.87,      399.41,
 2025/06/14  20:12:46,      401.51,      400.24,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.40,       12.41,       12.39,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.05,      232.01,      399.59,
 2025/06/14  20:17:46,      401.53,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.41,       12.39,       12.39,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.53,      231.97,      399.46,
 2025/06/14  20:22:47,      401.51,      400.27,      400.63,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.40,       12.41,       12.39,        6.40,        6.35,        6.52,        6.60,        6.59,        6.60,     3747.49,      231.96,      399.56,
 2025/06/14  20:27:47,      401.51,      400.29,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.42,       12.40,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.60,     3747.52,      231.93,      399.52,
 2025/06/14  20:32:48,      401.50,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.40,       12.40,       12.40,        6.40,        6.36,        6.52,        6.60,        6.61,        6.59,     3747.17,      231.90,      399.40,
 2025/06/14  20:37:48,      401.54,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.53,        6.61,        6.60,        6.60,     3747.49,      231.81,      399.22,
