DMG9000 - SN:23100118
Date  hh:mm:ss,DMG - VLL ph 1-AVG,DMG - VLL ph 2-AVG,DMG - VLL ph 3-AVG,BRN01 I ph 1-AVG,BRN01 I ph 2-AVG,BRN01 I ph 3-AVG,BRN01 W TOT-AVG,BRN01 kWh+ SUM TOT,BRN02 I ph 1-AVG,BRN02 I ph 2-AVG,BRN02 I ph 3-AVG,BRN02 W TOT-AVG,BRN02 kWh+ SUM TOT,BRN03 I ph 1-AVG,BRN03 I ph 2-AVG,BRN03 I ph 3-AVG,BRN03 W TOT-AVG,BRN03 kWh+ SUM TOT,DMG - PF TOT-AVG,DMG - Cos ph 1-AVG,DMG - Cos ph 2-AVG,DMG - Cos ph 3-AVG,DMG - VLN%THD ph 1-AVG,DMG - VLN%THD ph 2-AVG,DMG - VLN%THD ph 3-AVG,DMG - VLL%THD ph 1-AVG,DMG - VLL%THD ph 2-AVG,DMG - VLL%THD ph 3-AVG,DMG - A%THD ph 1-AVG,DMG - A%THD ph 2-AVG,DMG - A%THD ph 3-AVG,DMG - VA TOT-AVG,DMG - VLN TOT-MIN,DMG - VLL TOT-MIN,
 2025/06/15  05:33:42,      401.53,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.41,        6.34,        6.53,        6.60,        6.59,        6.60,     3747.45,      231.91,      399.46,
 2025/06/15  05:38:43,      401.50,      400.28,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.40,       12.41,       12.40,        6.40,        6.37,        6.52,        6.60,        6.61,        6.59,     3747.41,      231.81,      399.22,
 2025/06/15  05:43:43,      401.52,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.44,      231.83,      399.21,
 2025/06/15  05:48:44,      401.49,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.39,       12.40,       12.40,        6.40,        6.37,        6.53,        6.60,        6.61,        6.61,     3747.15,      231.90,      399.38,
 2025/06/15  05:53:44,      401.51,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.40,       12.41,       12.39,        6.40,        6.36,        6.53,        6.59,        6.60,        6.60,     3747.29,      231.87,      399.41,
 2025/06/15  05:58:45,      401.50,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.40,       12.40,       12.40,        6.42,        6.36,        6.53,        6.62,        6.61,        6.60,     3747.33,      231.90,      399.48,
 2025/06/15  06:03:45,      401.52,      400.29,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.40,        6.35,        6.53,        6.60,        6.60,        6.60,     3747.40,      231.95,      399.44,
 2025/06/15  06:08:46,      401.51,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.40,       12.40,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.27,      231.87,      399.43,
 2025/06/15  06:13:46,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.40,        6.39,        6.36,        6.52,        6.59,        6.60,        6.59,     3747.28,      231.91,      399.42,
 2025/06/15  06:18:47,      401.52,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.44,      231.88,      399.42,
 2025/06/15  06:23:48,      401.52,      400.25,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8629,      0.8592,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.53,        6.61,        6.60,        6.60,     3747.11,      231.81,      399.25,
 2025/06/15  06:28:48,      401.52,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.39,        6.37,        6.53,        6.59,        6.61,        6.60,     3747.30,      231.82,      399.26,
 2025/06/15  06:33:49,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.13,      231.83,      399.35,
 2025/06/15  06:38:49,      401.53,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.39,       12.40,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.31,      231.88,      399.42,
 2025/06/15  06:43:50,      401.50,      400.26,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3746.99,      231.99,      399.59,
 2025/06/15  06:48:50,      401.50,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.41,       12.40,        6.41,        6.35,        6.53,        6.61,        6.60,        6.60,     3747.17,      231.88,      399.47,
 2025/06/15  06:53:50,      401.54,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.40,        6.36,        6.52,        6.60,        6.61,        6.60,     3747.50,      231.96,      399.51,
 2025/06/15  06:58:51,      401.49,      400.26,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.41,       12.40,        6.42,        6.35,        6.53,        6.62,        6.59,        6.60,     3746.95,      231.95,      399.51,
 2025/06/15  07:03:51,      401.53,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.39,       12.40,        6.39,        6.34,        6.52,        6.59,        6.59,        6.60,     3747.42,      231.94,      399.54,
 2025/06/15  07:08:52,      401.53,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.36,        6.52,        6.60,        6.61,        6.60,     3747.55,      231.95,      399.48,
 2025/06/15  07:13:53,      401.50,      400.30,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.40,       12.41,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.32,      231.93,      399.51,
 2025/06/15  07:18:53,      401.50,      400.25,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.39,       12.40,       12.41,        6.40,        6.37,        6.52,        6.60,        6.61,        6.59,     3747.12,      231.94,      399.50,
 2025/06/15  07:23:54,      401.51,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.42,       12.40,       12.40,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.28,      231.89,      399.42,
 2025/06/15  07:28:54,      401.54,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.39,        6.36,        6.52,        6.58,        6.60,        6.59,     3747.63,      231.95,      399.52,
 2025/06/15  07:33:55,      401.51,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.38,        6.40,        6.34,        6.52,        6.59,        6.59,        6.59,     3747.37,      231.85,      399.40,
 2025/06/15  07:38:55,      401.53,      400.25,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8629,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.40,        6.36,        6.53,        6.60,        6.60,        6.61,     3747.07,      231.90,      399.42,
 2025/06/15  07:43:56,      401.52,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.28,      231.93,      399.45,
 2025/06/15  07:48:56,      401.51,      400.30,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.40,       12.40,        6.41,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.49,      231.90,      399.46,
 2025/06/15  07:53:57,      401.53,      400.31,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.39,       12.40,        6.41,        6.36,        6.53,        6.61,        6.60,        6.60,     3747.70,      231.78,      399.22,
 2025/06/15  07:58:57,      401.51,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.41,        6.41,        6.36,        6.53,        6.61,        6.60,        6.60,     3747.31,      231.88,      399.40,
 2025/06/15  08:03:58,      401.52,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.40,        6.35,        6.52,        6.60,        6.60,        6.59,     3747.36,      231.88,      399.45,
 2025/06/15  08:08:58,      401.49,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.39,        6.40,        6.35,        6.53,        6.60,        6.60,        6.60,     3747.08,      231.84,      399.36,
 2025/06/15  08:13:59,      401.49,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.40,        6.35,        6.52,        6.60,        6.59,        6.60,     3747.11,      231.88,      399.37,
 2025/06/15  08:18:59,      401.48,      400.25,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.40,       12.41,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3746.81,      231.85,      399.35,
 2025/06/15  08:24:00,      401.50,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.40,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.21,      231.90,      399.42,
 2025/06/15  08:29:00,      401.51,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.38,       12.40,        6.41,        6.35,        6.52,        6.60,        6.59,        6.59,     3747.42,      231.87,      399.36,
 2025/06/15  08:34:01,      401.50,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.39,       12.41,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3747.17,      231.91,      399.45,
 2025/06/15  08:39:01,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.41,        6.35,        6.53,        6.60,        6.60,        6.60,     3747.14,      231.83,      399.25,
 2025/06/15  08:44:02,      401.52,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.41,        6.37,        6.53,        6.61,        6.61,        6.60,     3747.36,      231.90,      399.37,
 2025/06/15  08:49:02,      401.49,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.42,       12.40,       12.39,        6.41,        6.35,        6.53,        6.61,        6.59,        6.60,     3747.05,      231.89,      399.42,
 2025/06/15  08:54:03,      401.52,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3747.36,      231.77,      399.20,
 2025/06/15  08:59:03,      401.51,      400.25,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.41,       12.41,       12.39,        6.41,        6.36,        6.52,        6.61,        6.61,        6.60,     3747.17,      231.88,      399.37,
 2025/06/15  09:04:04,      401.50,      400.30,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.38,       12.41,        6.40,        6.35,        6.52,        6.59,        6.59,        6.60,     3747.42,      231.85,      399.35,
 2025/06/15  09:09:04,      401.52,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.37,        6.53,        6.60,        6.61,        6.60,     3747.43,      231.91,      399.47,
 2025/06/15  09:14:05,      401.51,      400.25,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.38,       12.41,       12.40,        6.40,        6.35,        6.51,        6.60,        6.60,        6.58,     3747.12,      231.93,      399.53,
 2025/06/15  09:19:05,      401.52,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.39,        6.40,        6.36,        6.52,        6.60,        6.61,        6.59,     3747.47,      231.83,      399.30,
 2025/06/15  09:24:06,      401.54,      400.30,      400.63,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.73,      231.89,      399.47,
 2025/06/15  09:29:06,      401.49,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.41,        6.40,        6.37,        6.53,        6.60,        6.61,        6.60,     3747.12,      231.93,      399.42,
 2025/06/15  09:34:07,      401.49,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.40,       12.41,        6.40,        6.35,        6.53,        6.60,        6.59,        6.60,     3747.20,      231.85,      399.35,
 2025/06/15  09:39:07,      401.52,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.42,      231.84,      399.33,
 2025/06/15  09:44:08,      401.52,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.40,        6.41,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.34,      231.87,      399.42,
 2025/06/15  09:49:08,      401.48,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.40,       12.41,        6.41,        6.35,        6.53,        6.60,        6.60,        6.60,     3747.14,      231.82,      399.32,
 2025/06/15  09:54:09,      401.50,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.40,       12.42,        6.40,        6.35,        6.53,        6.60,        6.59,        6.60,     3747.25,      231.95,      399.51,
 2025/06/15  09:59:09,      401.53,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.35,        6.52,        6.60,        6.60,        6.59,     3747.55,      231.93,      399.50,
 2025/06/15  10:04:10,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.42,       12.40,        6.41,        6.37,        6.52,        6.61,        6.61,        6.60,     3747.00,      231.82,      399.25,
 2025/06/15  10:09:10,      401.53,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.46,      232.01,      399.62,
 2025/06/15  10:14:11,      401.52,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.40,        6.41,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.47,      231.93,      399.43,
 2025/06/15  10:19:11,      401.51,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.40,        6.36,        6.53,        6.59,        6.60,        6.61,     3747.33,      231.95,      399.53,
 2025/06/15  10:24:12,      401.51,      400.25,      400.59,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.41,        6.39,        6.35,        6.52,        6.59,        6.59,        6.59,     3747.11,      231.97,      399.47,
 2025/06/15  10:29:12,      401.52,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.40,       12.40,       12.40,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3747.21,      231.85,      399.36,
 2025/06/15  10:34:13,      401.51,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.42,       12.42,        6.40,        6.36,        6.52,        6.60,        6.61,        6.60,     3747.29,      231.92,      399.40,
 2025/06/15  10:39:13,      401.53,      400.27,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8570,       12.42,       12.40,       12.40,        6.41,        6.35,        6.53,        6.61,        6.60,        6.61,     3747.52,      231.91,      399.47,
 2025/06/15  10:44:14,      401.50,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8592,      0.8571,       12.39,       12.41,       12.40,        6.40,        6.35,        6.51,        6.59,        6.60,        6.59,     3747.29,      231.95,      399.53,
 2025/06/15  10:49:14,      401.51,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.19,      231.93,      399.51,
 2025/06/15  10:54:15,      401.51,      400.30,      400.62,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.40,       12.41,        6.40,        6.36,        6.53,        6.59,        6.60,        6.60,     3747.62,      231.92,      399.51,
 2025/06/15  10:59:15,      401.51,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.37,      231.95,      399.51,
 2025/06/15  11:04:16,      401.49,      400.26,      400.57,      0.0000,      0.0000,      0.0000,        0.00,         2.7,      0.0000,      0.0000,      0.0000,        0.00,        16.9,      0.0000,      0.0000,      0.0000,        0.00,         4.8,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.39,        6.40,        6.36,        6.51,        6.60,        6.60,        6.58,     3746.91,      231.91,      399.42,
